name,city,state,capacity,lat,lon
Kailua Elementary Medical Shelter,KAILUA,HI,63.0,21.39597977,-157.74114436
Kailua High Medical Shelter,KAILUA,HI,130.0,21.3838749,-157.74735868
Community of Christ,COUNCIL BLUFFS,IA,149.0,41.26443157,-95.84563844
St Pauls Lutheran Church,RAPID CITY,SD,500.0,44.05308529,-103.20172392
UAW 862 Chamberlain Lane,LOUISVILLE,KY,100.0,38.28993295,-85.53511822
Robert F Kennedy Community Center,JACKSONVILLE,FL,0.0,30.33629295,-81.64724117
Onalaska High School Sbc,ONALASKA,WA,1050.0,43.87517242000001,-91.22849217
Pahokee Recreation Center (Gym),PAHOKEE,FL,0.0,26.82542968,-80.66315804
U.S. Bank Boys & Girls Club,CINCINNATI,OH,605.0,39.14490042,-84.49525914
Mount Vernon Missionary Baptist Church,HAMMOND,LA,0.0,30.51546488,-90.44897782
Terrebonne High School,HOUMA,LA,0.0,29.60053062,-90.73660798
Holly Grove High School,HOLLY GROVE,AR,100.0,34.59792824,-91.20095493000001
1st Baptist Church,MAYFLOWER,AR,75.0,34.97074219,-92.41656851
Family Life Center,NEWPORT,AR,100.0,35.60550166,-91.28419617
First Baptist Church Donaldsonville,DONALDSONVILLE,LA,0.0,30.08744155,-91.00443508000001
Bogalusa Junior High School,BOGALUSA,LA,1800.0,30.77006295,-89.85456193
Byrd Avenue Elementary School,BOGALUSA,LA,500.0,30.75962182,-89.86197234000001
Denhamption Elementary School,BOGALUSA,LA,400.0,30.76830927,-89.88447338
Enon Elementary School,FRANKLINTON,LA,600.0,30.75695083,-90.26341171
Kahuku High and Intermediate Medical Shelter,KAHUKU,HI,42.0,21.67697294,-157.94839312
Throop Civic Center,THROOP,PA,1000.0,41.44580684,-75.619886
MEXICO ELEMENTARY SCHOOL,MEXICO,NY,300.0,43.46071986,-76.23692884
Southern Nash High School,BAILEY,NC,200.0,35.85150221,-78.08606083
WILLET FIRE STATION,WILLET,NY,0.0,42.46784136,-75.89217374
Windham High School,WINDHAM,ME,200.0,43.78673309000001,-70.41076999
Sullivan East High School,BLUFF CITY,TN,0.0,36.49734133,-82.20672739
United Church,PRIMGHAR,IA,252.0,43.09050495,-95.62141948
Ennis High School,ENNIS,TX,0.0,32.30936052,-96.63445178
Miles River Middle School,SOUTH HAMILTON,MA,0.0,42.63008805,-70.84888371
ZANHOW ELEMENTARY SCHOOL,WATERLOO,IL,90.0,38.34293899,-90.13935923000001
DELAVAN UNITED METHODIST,DELAVAN,IL,80.0,40.37222318,-89.54735352
Mills County YMCA,GLENWOOD,IA,49.0,41.04636397,-95.73827738
Assembly of God,COUNCIL BLUFFS,IA,78.0,41.22888137,-95.82668973
First Baptist Church - Graham,GRAHAM,TX,250.0,33.10562024,-98.58916419
Bismarck State College Armory,BISMARCK,ND,440.0,46.82094669,-100.82199193
Canton Fire Social Center,LEROY,PA,200.0,41.65410781,-76.85375583
Cedar Bluffs Public School,CEDAR BLUFFS,NE,1080.0,41.39684775,-96.61087156
First Baptist Church,PERRYVILLE,MO,0.0,37.72872003000001,-89.86237704
Crossville Baptist Church,CROSSVILLE,IL,160.0,38.16701362,-88.06392184
Township Of Tobyhanna Emergency Services Building,POCONO LAKE,PA,67.0,41.108278,-75.499056
P.S. 44 - Staten island,STATEN ISLAND,NY,49.0,40.63303556,-74.15636531
South Terrebonne High School,BOURG,LA,0.0,29.55892798,-90.63248448
Schriever Elementary School,SCHRIEVER,LA,0.0,29.72417841,-90.8006487
West Rome Baptist Church,MANITOU BEACH,MI,115.0,41.943024,-84.21896943
First Baptist Church,HUDSON,MI,60.0,41.85486346,-84.34994669000001
First Baptist Church (Family Life Center) in Morehouse,MOREHOUSE,MO,20.0,36.84465051,-89.69350235
Rollin Township Hall,MANITOU BEACH,MI,80.0,41.96466169,-84.30516045
Trinity Lutheran Church,MIDLAND,MI,480.0,43.6312449,-84.2269768
First Christian Church,OMAHA,NE,0.0,41.25962919,-96.01371274
FIRST BAPTIST CHURCH OF WOODVILLE,TALLAHASSEE,FL,70.0,30.31556358,-84.24780169
APOSTOLIC CHURCH OF BARBERTON,BARBERTON,OH,0.0,40.99111861,-81.57927041
Sargent V. F. W. 2412,BAY CITY,TX,0.0,28.77089706,-95.61717468
Huntsville Elementary School,MADISON,NC,155.0,36.3435033,-80.00498022000001
Leaksville-Spray Elementary School,EDEN,NC,189.0,36.49405881,-79.75754076
Robinson School,BAYONNE,NJ,578.0,40.67244385,-74.11770345
Jessie Turner Community Center,Fontana,CA,1132.0,34.1504166,-117.4651152
Josephine Knopf Senior Center,FONTANA,CA,62.0,34.10184422,-117.44450274
Church of the Resurrection,ROCHESTER,MN,100.0,44.00052891,-92.44598534
Jesus Christ Church of Latter Day Saints,BILLINGS,MT,100.0,45.78230169,-108.59059642000001
Marvin Elementary School,MULBERRY,AR,50.0,35.52648723,-94.0464458
Clyde Erwin  Middle School,ASHEVILLE,NC,200.0,35.61889257,-82.62264584
Three Oaks Middle School,FORT MYERS,FL,1440.0,26.45980132,-81.79446918
Mount Vernon United Methodist Church,MOUNT VERNON,TX,150.0,33.1783754,-95.23329907
Beckwith School,REHOBOTH,MA,2060.0,41.84641883,-71.25356064
Davidson Middle School,CRESTVIEW,FL,1729.0,30.79474934,-86.56162237
Alma Redwine Elementary School,ALEXANDRIA,LA,100.0,31.29657103,-92.45059886
PETER CHRISTENSEN HEALTH CENTER,LAC DU FLAMBEAU,WI,300.0,45.97310185,-89.89281009
Avon Senior Center,AVON,OH,131.0,41.45151753,-82.03524467
OZARK CHRISTIAN COLLEGE,JOPLIN,MO,210.0,37.10153285,-94.51271729
GRACE EVANGELICAL FREE CHURCH,ELKADER,IA,0.0,42.86687054,-91.39877879000001
Saint Bonaventure Church,GRAMPIAN,PA,15.0,40.96520915,-78.61211925
Spin City Skate Center,JUNCTION CITY,KS,0.0,39.014139,-96.83060291000001
Hollister High School,HOLLISTER,MO,600.0,36.62348024,-93.19106464000001
North Side Fire Dept.,WATERFORD,NY,0.0,42.78556284,-73.69450049000001
Victor St. Patrick's Roman Catholic Church,VICTOR,NY,600.0,42.9792768,-77.40965375
OTTER CREEK MIDDLE SCHOOL,Terre Haute,IN,0.0,39.5264198,-87.37150683
South School,HOLBROOK,MA,0.0,42.13176472,-71.00837848
Hopkinton Middle School,HOPKINTON,MA,1476.0,42.21916083,-71.51734078000001
Arthur I Boreman Elementary School,MIDDLEBOURNE,WV,132.0,39.302535,-80.535883
LONGFELLOW ELEMENTARY SCHOOL,ROCK ISLAND,IL,0.0,41.5047574,-90.54279509
Good Shepard Presbyterian Church,SOUTH EASTON,MA,214.0,42.00566178,-71.14568696
Carterville High School,CARTERVILLE,IL,300.0,37.75373018000001,-89.07713401
HOLY REDEEMER,Burton,MI,0.0,42.97419563,-83.68472717
Capital High School,CHARLESTON,WV,600.0,38.36669009,-81.58161764
Abundant Life Church,WAYNESBORO,MS,75.0,31.67672344,-88.63884942
Harvest Temple,WAYNESBORO,MS,100.0,31.65576924,-88.64398454
West Harrison High School,Gulfport,MS,1500.0,30.43779044,-89.19365017
Woodrow Wilson School,BAYONNE,NJ,454.0,40.68854172,-74.10375497
Nicholas Oresko School,BAYONNE,NJ,516.0,40.6641521,-74.1163095
Beautiful Savior Lutheran Church,PLYMOUTH,MN,550.0,45.04425508,-93.44618432
Camp Buffalo,MONTICELLO,IN,100.0,40.88356869,-86.72703467000001
FIRST BAPTISTCHURCH,SAVOY,IL,120.0,40.05886341,-88.25656561
GALE-ETTRICK-TEMPEALEAU HIGH SCHOOL,GALESVILLE,WI,0.0,44.09225077,-91.34215748
NORTH MIDDLE SCHOOL,SAINT LOUIS,MO,340.0,38.59889504,-90.41751953
STOCKBRIDGE VALLEY CENTRAL SCHOOL,MUNNSVILLE,NY,700.0,42.97629105,-75.59771772
McBee High School,Mc Bee,SC,0.0,34.46789527,-80.25357081
Prichard Elementary School,Grayson,KY,0.0,38.33130177,-82.94372179000001
NORTH RICHLAND ADAMS ELEMENTARY,DEFIANCE,OH,100.0,41.34077623,-84.28510027
WACO ELEMENTARY SCHOOL,CRAWFORDSVILLE,IA,275.0,41.21486993,-91.53878525
TRINITY UMC OFFICE,LAFAYETTE,IN,570.0,40.42102039,-86.89067531
The Dalles Middle School,THE DALLES,OR,250.0,45.59294044,-121.17679708
Clackamas River Elementary,ESTACADA,OR,200.0,45.29061536,-122.33277662
Eagle Wings Ministries,MILWAUKIE,OR,113.0,45.44408466,-122.61522669
ST FRANCIS OF ASSISI CHURCH,SAINT LOUIS,MO,225.0,38.47996869,-90.30444777
Hickory Metro Convention Center,HICKORY,NC,900.0,35.71054247,-81.30439263
Coloma Junior High School,COLOMA,MI,156.0,42.18057092,-86.31037878
Suny College Of Technology At Farmingdale,FARMINGDALE,NY,3452.0,40.75403934,-73.42227571000001
Yorktown Middle School,YORKTOWN,IN,0.0,40.17015451,-85.50307538
Denham Springs Jr. High School,DENHAM SPRINGS,LA,398.0,30.48899783,-90.94341608
EAST ALLEGHENY JUNIOR/SENIOR HIGH SCHOOL,NORTH VERSAILLES,PA,543.0,40.36584699,-79.78411571999999
White City Elementary School,FORT PIERCE,FL,148.0,27.37250526,-80.33440188
Hot Springs Convention Center,HOT SPRINGS,AR,100.0,34.509372,-93.05213738
John Bailey School,BAYONNE,NJ,350.0,40.65702048,-74.12930471
First Baptist Church Of Drakesboro,DRAKESBORO,KY,0.0,37.21891236,-87.04503494000001
Abundant Life Assembly Of God,MARION,OH,450.0,40.58163931,-83.06624543
Bellevue Community High School,BELLEVUE,IA,0.0,42.25400956,-90.44178324
I.S. 49 - Staten Island,STATEN ISLAND,NY,61.0,40.62058894,-74.08177554
P.S. 85 - Bronx,BRONX,NY,44.0,40.85919707,-73.89490541
P.S. 45 - Brooklyn,BROOKLYN,NY,52.0,40.68678804,-73.91067952
I.S. 391 (Udc) - Bronx,BRONX,NY,83.0,40.85507817,-73.89634433
P.S. 16 - Staten Island,STATEN ISLAND,NY,39.0,40.64048195,-74.07932938
Tottenville High School - Staten Island,STATEN ISLAND,NY,169.0,40.5299103,-74.19334543
I.S. 399 (Old X HS/115) - Bronx,BRONX,NY,44.0,40.85974565,-73.90011249
Meadow Pond Elementary School,SOUTH SALEM,NY,70.0,41.23911566,-73.52383615
GREENFIELD ELEMENTARY SCHOOL,GREENFIELD,CA,472.0,36.32655108,-121.24820325
Atlantic Union College,LANCASTER,MA,0.0,42.44208478,-71.68619749
Willits High School,WILLITS,CA,75.0,39.41710721,-123.35464027
Saint Cloud Elementary School,WEST ORANGE,NJ,145.0,40.77158511,-74.27766586000001
Saint James Parish Center,SOUTH GRAFTON,MA,0.0,42.17828664,-71.6954695
SAINT JOHN THE BAPTIST CHURCH,VALATIE,NY,176.0,42.40929549,-73.68937436
Barre Auditorium,Barre,VT,400.0,44.20237275,-72.50424779
Estill County High School,Irvine,KY,0.0,37.72671455,-83.98578422
CONKLIN FORKS UNITED METHODIST CHURCH,BINGHAMTON,NY,43.0,42.01506869,-75.85844916
Victory Christian Center,CHARLOTTE,NC,200.0,35.1430343,-80.878105
Cache La Poudre Elementary,LAPORTE,CO,0.0,40.62739681,-105.14272166
MT PLEASANT  COTTAGE SCHOOL,PLEASANTVILLE,NY,1.0,41.12866092,-73.77842522
New Mt. Zion Family Life Center,LAMBERT,MS,0.0,34.19731625,-90.28337666
PEVELY ELEMENTARY SCHOOL,PEVELY,MO,0.0,38.28560721,-90.39827404
Saint Marks Church,BURLINGTON,NC,233.0,36.07607191,-79.51520944
Alpine School,SPARTA,NJ,180.0,41.02690264,-74.67646122000001
CHURCH OF THE NAZARENE,JASPER,IN,0.0,38.42950773,-86.95001258
DIXON HIGH SCHOOL,HOLLY RIDGE,NC,555.0,34.58672269,-77.47970195
PUT IN BAY LOCAL SCHOOLS,PUT IN BAY,OH,0.0,41.65104112,-82.82111722
New Hope Fellowship Church Of The Nazarene,PALM CITY,FL,200.0,27.14685637,-80.30469727
INACTIVE - First United Methodist Church,COCOA BEACH,FL,0.0,28.34945677,-80.60911778
P.S. 75 - Staten Island,STATEN ISLAND,NY,84.0,40.54393973,-74.19757224
Allie Mae Williams Center,NEW ORLEANS,LA,144.0,29.93786631,-90.08384408
Hebron Baptist Church,DENHAM SPRINGS,LA,255.0,30.41201587,-90.91545615000001
Hirsch Coliseum (ctn),SHREVEPORT,LA,1148.0,32.47814528,-93.78788172
First Baptist Church Of Olla,OLLA,LA,50.0,31.90717471,-92.24170434
Gentry United Methodist Church,Gentry,AR,0.0,36.26619758,-94.4849822
Westgate High School,NEW IBERIA,LA,1.0,29.99971269,-91.85558942
Multipurpose Bldg,Jennings,LA,165.0,30.21450676,-92.66337845000001
George Dupuis Rec,Lafayette,LA,200.0,30.27235116,-91.99259214000001
Promised Land Baptist Church,BATON ROUGE,LA,65.0,30.51577065,-91.14745426
St Augustine Parish Hall,ASHLAND,IL,150.0,27.0800997,-80.14566116
Community Church Of Hendersonville,HENDERSONVILLE,TN,453.0,36.30248523,-86.63483618
West Kearns Elementary School,KEARNS,UT,150.0,40.6627445,-112.001175
GRAYSIDE ELEMENTARY SCHOOL,MAUSTON,WI,400.0,43.78911629,-90.0834214
PARKWAY CENTRAL HIGH SCHOOL,CHESTERFIELD,MO,995.0,38.66295374,-90.50327888000001
NEWBURGH ELEMENTARY SCHOOL,NEWBURGH,IN,0.0,37.94645489,-87.4050965
Colonial Hills Baptist Church,TYLER,TX,1.0,32.27558198,-95.30646791
First Church Of The Brethen,ROARING SPRING,PA,70.0,40.32899277,-78.40292796
Rushville Union Lions Club,RUSHVILLE,OH,50.0,39.76025253,-82.43120716
NEWINGTON TOWN HALL,NEWINGTON,CT,410.0,41.69743714000001,-72.72900635
Kepley Middle School,ULYSSES,KS,260.0,37.58078156,-101.36349171
Silver Lake Regional Middle School,KINGSTON,MA,0.0,42.01403447000001,-70.77361945
Savannah High School,SAVANNAH,MO,500.0,39.94464052,-94.81513231
Gonzales H.S.,GONZALES,TX,300.0,29.52276625,-97.44240269000001
Alden Mennonite Church,ALDEN,NY,40.0,42.90036129,-78.51937217
FIRST CHURCH OF THE NAZARENE,NEWTON,KS,150.0,38.05467031,-97.34515001
Northwest High School,MCDERMOTH,OH,0.0,38.87926767,-83.08157887
First Baptist Church Activity Center,WHITE HALL,AR,100.0,34.26871342,-92.08795624000001
Marilla Primary School,MARILLA,NY,112.0,42.84102403,-78.55208951
WHITNEY POINT HIGH SCHOOL,WHITNEY POINT,NY,2056.0,42.33788933,-75.97556787
Madison County Senior Center,LONDON,OH,300.0,39.88021309000001,-83.45888943
NATIONAL ASSOCIATION OF CHURCHES,Fort Worth,TX,50.0,32.80910478,-97.23080121
YMCA,FLOWER MOUND,TX,51.0,33.03423206,-97.05948037
ST JOSEPHS PARISH CENTER,CHESTER,CT,400.0,41.41120992,-72.4399013
LENAPE REGIONAL HIGH SCHOOL,MEDFORD,NJ,0.0,39.9195944,-74.85859192000001
First Baptist Church of Brazoria,BRAZORIA,TX,400.0,29.04885951,-95.57036496
Otis Elementary,FREMONT,OH,500.0,41.35479545,-83.14625811
Grace Community Church,ROCK PORT,MO,100.0,40.42058872,-95.52274586
First Baptist Church Of Ocala,OCALA,FL,0.0,29.16795672,-82.09915049000001
SAINT JAMES  CHURCH,GETTYSBURG,PA,40.0,39.83094823,-77.22922278
Sbr Church Of Christ Student Center,BATON ROUGE,LA,90.0,30.40423673,-91.17394828
Deanwood Recreation Center,WASHINGTON,DC,50.0,38.89857612,-76.93164611
Christ's Church United Methodist,LOUISVILLE,KY,350.0,38.27493226,-85.64404411000001
Lincoln Trail Elementary,LAMAR,IN,480.0,38.05516494,-86.90475869000001
Burdick United Methodist Church,BURDICK,KS,68.0,38.55561966,-96.84747419
Roosevelt High School,SAN ANTONIO,TX,891.0,29.51028366,-98.38970355000001
Bayonne High School,BAYONNE,NJ,910.0,40.66927824,-74.12310838
Henry Harris School,BAYONNE,NJ,367.0,40.65072523,-74.13028497
Phillip G. Vroom School,BAYONNE,NJ,367.0,40.66675114,-74.11667823
John S. Knight Center,AKRON,OH,2628.0,41.08215698,-81.51621894
ECONO LODGE,SIDNEY,OH,0.0,40.28780382,-84.18514592000001
St. Francis Assisi Catholic,GUTHRIE,KY,0.0,36.80521523,-87.14818718
Church Of The Open Door,ELYRIA,OH,0.0,41.37351933,-82.1654575
MARTIN PETITJEAN ELEMENTARY,RAYNE,LA,0.0,30.22714224,-92.28253356
Rippowam Middle School,STAMFORD,CT,932.0,41.08442327,-73.54904415
Sparta Middle School,SPARTA,NJ,274.0,41.0562655,-74.60929985
Bethlehem High School,DELMAR,NY,1100.0,42.61326173,-73.85763751
BALLARD ELEMENTARY SCHOOL,Gansevoort,NY,466.0,43.17327855,-73.72368349
LYNDONVILLE FIRE DEPT,LYNDONVILLE,NY,15.0,43.3257586,-78.38876363
McCormick's Creek Elementary School,SPENCER,IN,395.0,39.28188515,-86.70355337000001
COMMUNITY CENTER OF CEDARVILLE,CEDARVILLE,MI,0.0,45.999434,-84.36008204
MISSISSINAWA VLY K 12 FACILITY,UNION CITY,OH,0.0,40.22536389,-84.74706931
First United Methodist Church Pilot Point,PILOT POINT,TX,23.0,33.26195838,-97.23927283
Okolona Church Of Christ,LOUISVILLE,KY,393.0,38.1383792,-85.64792918
First Baptist Church In Owensville,OWENSVILLE,MO,100.0,38.34504341,-91.50075292
North Coffee Elementary School,MANCHESTER,TN,200.0,35.53949142,-86.16654121
Remove Trinity United Methodist Church,BRADENTON,FL,0.0,27.49564043,-82.59364271
EASTSIDE BAPTIST CHURCH,BURNS,TN,50.0,36.03840831,-87.23131151
BLAINE ELEMENTARY,SUPERIOR,WI,750.0,46.72059134,-92.08931422
New Madison United Methodist Church,NEW MADISON,OH,0.0,39.96872436,-84.70910892
The Kensico Elementary School,VALHALLA,NY,1.0,41.09172577,-73.7774
PINE GROVE ELEMENTARY SCHOOL,SCHENECTADY,NY,120.0,42.76413199,-73.99499996
Palo Verde High Magnet School,TUCSON,AZ,200.0,32.20544386,-110.84391971000001
West Greene Elementary School,SNOW HILL,NC,300.0,35.45222121,-77.68458549
New Life Church,WATHENA,KS,240.0,39.75569296,-94.8899649
Carbondale Recreation Center,CARBONDALE,CO,300.0,39.40170182,-107.21254729
JAMES GETTYS ELEM. SCHOOL,GETTYSBURG,PA,400.0,39.85034661,-77.23273013
Siracusaville Recreational Bldg,Morgan City,LA,0.0,29.686254,-91.14525092000001
Amhest Township Hall,ELYRIA,OH,30.0,41.38343886,-82.18976618
Gospel Mission Worship Center,PADUCAH,KY,0.0,36.99584453,-88.51486888
Trinity Lutheran Church,LYNNWOOD,WA,192.0,47.82118164,-122.31717338
SDS ONLY-Hartford Fairgrounds,CROTON,OH,150.0,40.25197483,-82.68043628000001
St Francis Xavier Church,LIVE OAK,FL,0.0,30.29165061,-82.97268896
POLLOCKSVILLE ELEMENTARY SCHOOL,POLLOCKSVILLE,NC,120.0,35.0033606,-77.22131774
DCPS Tucker High School,TUCKER,GA,550.0,33.8547465,-84.21779131
CALVARY CHURCH,GRAND RAPIDS,MI,200.0,42.97680367,-85.59079525
First Assembly Of God Church,LINCOLNTON,GA,333.0,33.78477025,-82.47418576000001
Gaithersburg High School,GAITHERSBURG,MD,908.0,39.13768786,-77.1937805
Riverside High School,GREER,SC,1101.0,34.90302324,-82.25417562
LADYSMITH HIGHSCHOOL,LADYSMITH,WI,505.0,45.47337558,-91.08143503000001
HIGHLAND CHRISTIAN CHURCH,HIGHLAND,KS,120.0,39.85956466,-95.26508111
Alexander (J.M.) Middle School,HUNTERSVILLE,NC,366.0,35.37650729,-80.84442539
LAKELAND ALTERNATIVE HIGH SCHOOL,YORKTOWN HEIGHTS,NY,1.0,41.32038739,-73.81469488
Cumberland Valley High School,MECHANICSBURG,PA,1501.0,40.23697414,-77.06462886
Zion Lehigh Evangelical Lutheran Church,ALBURTIS,PA,120.0,40.52063829,-75.60860851
First Baptist Church Of Oakville,SAINT LOUIS,MO,150.0,38.4416216,-90.32091435999999
GEYSER ROAD ELEMENTARY SCHOOL,SARATOGA SPRINGS,NY,900.0,43.05849808,-73.81143034
Ferson Creek Elementary School,SAINT CHARLES,IL,450.0,41.95558753,-88.36755094
Friendship Muni Bldg,FRIENDSHIP,WI,0.0,43.97407985,-89.8222403
Farm Bureau Insurance,BLOOMFIELD,MO,150.0,36.88827662,-89.92933156
ALAN SHEPARD ELEMENTARY,LONG GROVE,IA,0.0,41.69873217,-90.58766227
Green Meadow School,MAYNARD,MA,2296.0,42.42793844,-71.4658546
MARIAVILLE ELEMENTARY SCHOOL,PATTERSONVILLE,NY,100.0,42.82393691,-74.11806318
Evac Center - Saint Joseph's Parish,NASHUA,NH,320.0,42.73636992,-71.52159458
ST JOHN LUTHERAN,HICKSVILLE,OH,100.0,41.29892057,-84.75365234
LEWISTOWN HIGH SCHOOL,LEWISTOWN,IL,360.0,40.30726515,-90.15831694
Cedar Crest Bible Fellowship Church,ALLENTOWN,PA,1056.0,40.57043375,-75.51917992
David E. Steckler Multi-Purpose Center,Natchez,MS,0.0,31.54757181,-91.37162826
First Baptist Church of Greenville,Greenville,MS,0.0,33.41018464,-91.06177585
Cleveland High School,Cleveland,MS,416.0,33.74775416,-90.72622081
Greenville High School,Greenville,MS,500.0,33.3948512,-91.04661328
VIENNA HIGH SCHOOL,VIENNA,IL,510.0,37.42945264,-88.89299782
EURMA C HAYES CENTER,CARBONDALE,IL,110.0,37.73421489,-89.21222117
Community High School-district 94,WEST CHICAGO,IL,1800.0,41.87940596,-88.20451285
ST AUGUSTINE'S OF CANTERBURY PARRISH CENTER,HECKER,IL,62.0,38.30649846,-89.99438852
First Assembly Of God,THOMASTON,GA,150.0,32.92680804,-84.33637592
OLYMPIC NATURAL RESOURCES CENTER,FORKS,WA,0.0,47.94349843,-124.38533526
Bluegrass Area Chapter,LEXINGTON,KY,0.0,38.0870459,-84.48971032
KNIGHTS OF COLUMBUS 230,SOMERS,CT,27.0,41.98415899,-72.45915578
Lewisburg Recreation Center,LEWISBURG,TN,750.0,35.45366013,-86.81259617
Saint Luke's United Methodist Church,ORLANDO,FL,472.0,28.48959812,-81.50843082
DAVIS HIGH SCHOOL,KAYSVILLE,UT,0.0,41.0301312,-111.93475236
CENTRAL CHURCH OF CHRISTIAN  AND MISSONARY ALLIANC,LINCOLN,NE,116.0,40.81353849,-96.68054204
American Legion Post 80,ISLAND POND,VT,60.0,44.81509883,-71.88212379
CLARKSTOWN NORTH HIGH SCHOOL,NEW CITY,NY,720.0,41.1475287,-73.97642896
COOK ELEMENTARY SCHOOL,MCMINNVILLE,OR,200.0,45.21294091,-123.18728543
Sunrise Community Church,FAIR OAKS,CA,500.0,38.6786649,-121.2487968
Pine Hill Fire Company,PINE HILL,NY,100.0,42.13273598,-74.47993238
Becket Town Hall,BECKET,MA,0.0,42.33270024,-73.08288057
Nathaniel Greene Elementary School,PAWTUCKET,RI,250.0,41.86770578,-71.41299245
Saint Johnsbury Elementary School,Saint Johnsbury,VT,384.0,44.41660924,-72.02409976
IPRA Dresden Illinois Valley Community College,OGLESBY,IL,1696.0,41.30972143,-89.0929351
Immanuel United Church Of Christ,LOUISVILLE,KY,120.0,38.2236799,-85.6819865
Chelan Middle and High School,CHELAN,WA,0.0,47.83571469,-120.01863218000001
Washington Twp. High School 11-12,SEWELL,NJ,1190.0,39.74089911,-75.07781066
AMERICAN LEGION #75,NEW RICHLAND,MN,0.0,43.88659381,-93.49375845
Our Lady Help Of Christians School,LYKENS,PA,0.0,40.56702532,-76.69865875
PLEASANT HILL VOL. FIRE CO.,Hanover,PA,300.0,39.73846195,-76.93615171
WEIPPE MS,WEIPPE,ID,0.0,46.38223042,-115.93703217
ST PAUL'S EPISCOPAL CHURCH,GREENWICH,NY,60.0,43.09146723,-73.50129015
Richard R Green High School Of Teaching - Manhattan,NEW YORK,NY,0.0,40.77797929,-73.94796541000001
NORTH SALEM HIGH SCHOOL AND MIDDLE SCHOOL,NORTH SALEM,NY,1.0,41.35555088,-73.5934077
COVENANT CHURCH,BOWLING GREEN,OH,0.0,41.37884332,-83.66283768000001
NICHOLS ELEMENTARY SCHOOL,BARBOURSVILLE,WV,460.0,38.41826621,-82.25317737
FOUKE SCHOOL CAFETERIA,FOUKE,AR,0.0,33.26498011,-93.88283214
First Baptist Church,LUDOWICI,GA,56.0,31.71336182,-81.74560901
Pretty Prairie High School,BISON,KS,250.0,38.52120261,-99.19822104
King Intermediate,KANEOHE,HI,2740.0,21.42585525,-157.80655205
OLD GRADE SCHOOL,GOVE,KS,100.0,38.96312046,-100.48790279
Victory Christian Center,HOUMA,LA,350.0,29.64984045,-90.76446898
Hoosac Valley Middle and High School,CHESHIRE,MA,200.0,42.59400725,-73.11730662
FIRST CONGREGATIONAL CHURCH,VERNON ROCKVILLE,CT,230.0,41.83559999000001,-72.46928215
San Vicente Elementary School,SOLEDAD,CA,60.0,36.42670858,-121.31586824
Canyon Del Oro High School Evac Center,TUCSON,AZ,200.0,32.37361708,-110.97030143
Merritt Educational Center,WASHINGTON,DC,210.0,38.90003302,-76.92950572000001
Berlin Middle School,BERLIN,WI,215.0,43.96834218,-88.93925895
United Methodist Christian Life Center,NEOSHO,MO,50.0,36.8717201,-94.39119190999999
Irving Park Ymca,CHICAGO,IL,100.0,41.95339318,-87.73414045
IMMANUEL LUTHERAN CHURCH,MERRIMAC,WI,0.0,43.37308093,-89.62478515000001
CRESTVIEW ELEMENTARY SCHOOL,BRUNSWICK,OH,0.0,41.26840657,-81.7850263
St. Barnabas Catholic Church,ARDEN,NC,50.0,35.45224819,-82.51225406
Bunn Middle School,BUNN,NC,462.0,35.97464637,-78.26187829
Central Baptist Of Fountain City,KNOXVILLE,TN,100.0,36.03697838,-83.93170798000001
Alhambra Primary School,ALHAMBRA,IL,230.0,38.88828787,-89.73578846999999
Emerson Williams Elementary School,WETHERSFIELD,CT,575.0,41.70201469,-72.68054188
Trinity Baptist Church,CLARKSVILLE,TN,300.0,36.47606337,-87.1695191
Dearing Elementary School,WARRENTON,GA,200.0,33.40712695,-82.65682907
North Pocono School District-High School,MOSCOW,PA,550.0,41.33757343,-75.52813717
Central York High School,YORK,PA,900.0,40.01154109,-76.70148262000001
Forest Park Baptist Church,JOPLIN,MO,200.0,37.0828899,-94.47743689
Northview Elementary School,Kodak,TN,100.0,35.95504115,-83.61472395
Cambria Volunteer Fire Company Inc.,LOCKPORT,NY,200.0,43.19167868,-78.82325309
Cicero-North Syracuse Junior High School,SYRACUSE,NY,0.0,43.1225478,-76.14574657
Hamburg Area High School,HAMBURG,PA,1.0,40.56176429,-75.96959637
FIRST CHRISTIAN CHURCH - California,CALIFORNIA,MO,0.0,38.63301531,-92.56623368
Pleasant Valley Elementary School,SOUTH WINDSOR,CT,172.0,41.81965501,-72.58883802000001
FIRST BAPTIST CHURCH,CARTERVILLE,IL,100.0,37.75745337,-89.07716998000001
LOCUST GROVE ELEMENTARY SCHOOL,LOCUST GROVE,VA,506.0,38.30041005,-77.83122894
FIRST BAPTIST CHURCH OF COBLESKILL,Cobleskill,NY,0.0,42.67023378,-74.50231651
JACK'S FAMILY RESTAURANT,Hanceville,AL,0.0,34.05213869,-86.86941534
Hawkins United Methodist Church,VICKSBURG,MS,0.0,32.30322714,-90.8742672
Brinkley Convention Center,BRINKLEY,AR,300.0,34.90659355,-91.20339209
Cullman Co Fair Grounds,CULLMAN,AL,0.0,34.19310742,-86.86006239
Central Baptist Church Spring City,SPRING CITY,TN,100.0,35.69304167,-84.86533915000001
Parkview Baptist Church,TRUMANN,AR,100.0,35.67155686,-90.52101351
Widener Community Center,WIDENER,AR,100.0,35.02364031,-90.68431241
