name,city,state,capacity,lat,lon
CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS,LONGVIEW,WA,0.0,46.20562695,-123.06152776
East Delta Baptist Church,LAKE CREEK,TX,0.0,33.46719267,-95.61399606
Lima City Hall/ Fire Dept.,LIMA,MT,365.0,44.64311783,-112.28453018
ATLAS TOWNSHIP HALL,Goodrich,MI,0.0,42.91057566,-83.47414187000001
Sonoma Developmental Center,ELDRIDGE,CA,0.0,38.34206118,-122.51204364
THOMPSON FALLS JUNIOR AND ELEMENTARY CAMPUS,THOMPSON FALLS,MT,0.0,47.62434801,-115.43229813
Matagorda V. F. W. Post #4459,MATAGORDA,TX,0.0,28.72465447,-95.92111214
Davenport Fire House,SANTA CRUZ,CA,12.0,37.05931156,-122.15767407
SLATER CITY HALL,SLATER,IA,0.0,41.85803551,-93.65718163
CARMEL VALLEY COMMUNITY CNTR,Carmel Valley,CA,0.0,36.39807761,-121.63201783000001
Taft Community Center,ORLANDO,FL,92.0,28.38825887,-81.34824301
Beaver River Central School,BEAVER FALLS,NY,670.0,43.78467476,-75.44922488
BROWNSVILLE AREA HIGH SCHOOL,BROWNSVILLE,PA,0.0,40.01220189,-79.91808317
P. S.108 Brooklyn,BROOKLYN,NY,855.0,40.67405375,-73.8721072
Montgomery-Lonsdale Elementary East,LONSDALE,MN,100.0,44.473501,-93.444359
GRAY RIDGE GENERAL BAPTIST CHURCH,GRAYRIDGE,MO,0.0,36.85720892,-89.9507557
Mid-Carolina Middle School,PROSPERITY,SC,189.0,33.59211399,-81.33152058
KENT CITY HIGH SCHOOL,KENT CITY,MI,1500.0,42.99899456,-85.63808727
WALLED LAKE CLIFFORD SMART,WALLED LAKE,MI,0.0,42.55124254,-83.47485494
Deans Mill Elementary School,STONINGTON,CT,300.0,41.37458418,-71.84485164
OAKLEY UNION METHODIST CHURCH,Redgranite,WI,1.0,44.05621783,-89.07940146
Carbondale Community And Senior Center,NEW MARSHFIELD,OH,60.0,39.33088535,-82.25055369
PRINCETON CHRISTIAN REFORMED CHURCH,WYOMING,MI,1.0,42.89928707,-85.69335444999999
Dona Ana Elementary School,DONA ANA,NM,160.0,32.39092818,-106.81584564
Community Center,HURST,IL,0.0,37.83236418000001,-89.14447164
MADISON GRANT HIGH SCHOOL,Fairmount,IN,0.0,40.40944896,-85.69262282
HEART RIVER ELEMENTARY SCHOOL,DICKINSON,ND,0.0,46.8623128,-102.81122277
HAVERHILL ELEMENTARY SCHOOL,FORT WAYNE,IN,240.0,41.05302458,-85.24188545
High Horizon/multi-cultural Magnet School Campus,BRIDGEPORT,CT,434.0,41.18859918,-73.19592264
Wedgeforth Elementary School,SAN DIEGO,CA,322.0,32.80589333,-117.13515368
WEST SHORE CIVIC CENTER,LAGUNA PARK,TX,120.0,29.73892518,-95.23721064
COMMUNITY CENTER,CEDAR KNOLLS,NJ,270.0,40.85449366,-74.54478406000001
Pittsburgh Technical Institue,OAKDALE,PA,100.0,40.41359239,-80.19356973000001
Rainelle Fire Dept,RAINELLE,WV,150.0,37.96820677,-80.78754624
SEYMOUR ELEMENTARY,SEYMOUR,MO,0.0,37.14491146,-92.79235703
LAKEVIEW MIDDLE SCHOOL,LAKEVIEW,MI,0.0,43.44173863,-85.26407556
CALDER ELEM,CALDER,ID,0.0,47.25422307,-116.21449905
PRINCETOWN EVANGELICAL PRESBYTERIAN CHURCH,DUANESBURG,NY,557.0,42.76929658,-74.092831
Quincy Elementary School,Quincy,CA,0.0,39.91267714,-121.02285638000001
Wright Multipurpose Facility,Wright,WY,0.0,43.70168967,-105.54458508
ST JOHNS APOSTLE CATHOLIC CHURCH,COOS BAY,OR,0.0,43.33062019,-124.11649739
Hopland Elementary,HOPLAND,CA,0.0,38.92681733,-123.10662691
Cucamonga Christian Fellowship,RANCHO CUCAMONGA,CA,1.0,34.09962976,-117.57954001
Lacey's Spring School,LACEYS SPRING,AL,408.0,34.53705267,-86.98071966
High Point High School,BOWIE,MD,665.0,38.98609768,-76.73912474999999
JWP Middle School,WALDROF,MN,0.0,43.91738869,-93.69156876000001
CASTLE ROCK UNION,CASTELLA,CA,4.0,40.75840138,-122.03635248
Paulding Volunteer Fire Dept.,PAULDING,MS,50.0,32.01189967,-89.08207115
American Legion,Sublette,KS,50.0,37.56219001,-100.79810152
Green Garden Elementary School,FRANKFORT,IL,175.0,41.47991607,-87.83939788
Saint Mark Catholic Church,ARGYLE,TX,35.0,33.1141092,-97.1781842
WELCHES MIDDLE SCHOOL,WELCHES,OR,500.0,45.25705429,-121.93280006
LDS CHURCH,DILLION,MT,0.0,45.12459726,-112.83786325
BIRCHWOOD ABC ELEMENTARY,EAGLE RIVER,AK,0.0,61.22529396,-149.30515728
North Pitt High School,BETHEL,NC,240.0,35.7782581,-77.37704331
WORSHIP RESTORATION CENTER,BANDON,OR,0.0,43.05016052,-124.36913672
Stone Child College,BOX ELDER,MT,250.0,48.32170949,-109.8355766
Whitesboro Parks And Recreation,WHITESBORO,TX,100.0,34.14997998,-99.1139976
Chaffey High School,RANCHO CUCAMONGA,CA,500.0,34.15171274,-117.58272376000001
St Michaels Episcopal Church,ONSTED,MI,54.0,42.01037198,-84.17230232
Shepherd Of The Valley Lutheran Church,STARTUP,WA,35.0,47.86591518,-121.74460464
Oldham County High School,BUCKNER,KY,458.0,38.37418276,-85.45080804
PARK HILL SOUTH HIGH SCHOOL,RIVERSIDE,MO,0.0,39.17106929,-94.63017612
Big Rock Fire Department,BIG ROCK,IL,250.0,41.76038148,-88.55115339000001
Nespelem Longhouse,NESPELEM,WA,40.0,48.16628118000001,-118.97568264
BEULAHLAND CHRISTIAN CENTER,Burton,MI,0.0,42.9880352,-83.60616237
San Ramon Valley High School,DANVILLE,CA,0.0,36.9240236,-117.89585122
Abbeville Parks & Recreation,ABBEVILLE,LA,70.0,29.81119355,-92.19559412
Ruth Rains Middle School,CROSS CITY,FL,4250.0,29.6300299,-83.10182978
Shepherd Hill Elementary School,PLAINFIELD,CT,590.0,41.82754918,-71.98851586
Cooperative Middle School,STRATHAM,NH,100.0,42.97713318,-70.95235763999999
First United Methodist Church,HURON,SD,0.0,44.40093414,-98.19557674
Prarie View Grade School,ELGIN,IL,5000.0,42.03942318,-88.28862564
FOOTHILLS ELEMENTARY,SPANISH FORK,UT,999.0,40.06129105,-111.63468272
Grace Bible Church,PORTAGE,WI,1.0,43.55823441,-89.48639572
Kahuku Training Facility,Kahuku,HI,40.0,21.67052249,-157.97836008
Elliot Elementary,ARTESIA,CA,140.0,33.86753947,-118.08069738
Saint Vincent De Paul Catholic Church,WEST PALM BEACH,FL,100.0,26.71864666,-80.06929101
MILFORD SOUTHEAST COMMUNITY CENTER WELCH CENTER,MILFORD,NE,0.0,40.74518785,-97.08360522000001
OLD West Laurens High School,Dublin,GA,225.0,32.49072211,-82.92988157
Billings Township Hall,BEAVERTON,MI,0.0,43.92058191,-84.21946463
Lagunitas Elementary School,SAN GERONIMO,CA,70.0,38.00121085,-122.67619032
Dennisville Primary School,DENNISVILLE,NJ,0.0,39.16049889,-74.80979916000001
FIRST CHRISTIAN CHURCH,SAVOY,IL,800.0,40.05257537,-88.24365654
Day Middle School,NEWTON,MA,2826.0,42.48259644,-71.39362043000001
PLEASANT DALE SCHOOL,PLEASANT DALE,NE,0.0,40.83125317,-96.96172399
BAYARD Elementary (A),BAYARD,NE,0.0,41.76396299,-103.67984362
Creston Lions Club,CRESTON,NE,50.0,41.65414451,-97.3508895
Grace Presbyterian Church,SAINT CHARLES,MO,250.0,38.85086279,-90.47307685
Hillsdale Learning Center,PAOLA,KS,220.0,38.56266602,-94.83729974
Saint Mary's Of The Assumption Church,ARLINGTON,TX,0.0,32.69245931,-97.08910557
SHOREHAM -WADING HIGH SCHOOL,SHOREHAM,NY,0.0,40.94367562,-72.88533685
Beard's Memorial Coliseum,AUBURN,AL,4000.0,32.53761304,-85.48484069000001
COMFORT ELEMENTARY SCHOOL,COMFORT,NC,100.0,35.0187018,-77.35601978
Leroy Massey Elementary School,SUMMERVILLE,GA,225.0,34.5003295,-85.29214749
Maple Springs Fire Hall,MAPLE SPRINGS,NY,168.0,42.23274392,-79.36512329
HARVEST ASSEMBLY OF GOD CHURCH,MADISON,IL,450.0,38.67855023,-90.1501432
West Enon Church of God,FAIRBORN,OH,0.0,39.85527539,-83.93071088
FIRST BAPTIST CHURCH NEW HARMONY,NEW HARMONY,IN,0.0,37.93896612,-87.90711273
Mabelvale Junior High School,MABELVALE,AR,155.0,34.58662438,-92.38393967
Burlington High School,BURLINGTON,VT,400.0,44.48474118,-73.22315664
Underhill Town Hall,UNDERHILL CENTER,VT,50.0,44.45876285,-73.07861417999999
Les Gove Multi Purpose Building,AUBURN,WA,40.0,47.30834095,-122.21496801
Christ The Lord Lutheran Church,ELGIN,IL,140.0,42.03942318,-88.28862564
SEWARD BUILDING,SEWARD,NE,0.0,40.88245349,-97.13541133000001
DEE-MACK MIDDLE SCHOOL,DEER CREEK,IL,250.0,40.63209887,-89.31291254
CASHTOWN FIRE COMPANY,CASHTOWN,PA,40.0,39.87200031,-77.22253695
El Granada Elementary,EL GRANADA,CA,100.0,37.50376518,-122.47322664000001
Freedom Fighters 4th Brigade Gym,FORT CAMPBELL,KY,100.0,36.60902788,-87.5429952
ACGC JRSR Public Schools #2396,GROVE CITY,MN,600.0,45.14710734000001,-94.68533065
ST JOHNS EPISCOPAL,COOS BAY,OR,0.0,43.33062019,-124.11649739
Latexo High School,LATEXO,TX,1.0,31.38928218,-95.47470264
White City Fire Station,WHITE CITY,KS,0.0,38.79252714,-96.77095542
Childress Church Of Christ,CHILDRESS,TX,57.0,34.52132886,-100.21139719
FHSU,HAYS,KS,290.0,38.84502747,-99.34663316
Elkton Elementary School,ELKTON,OR,120.0,43.65433903,-123.60193163
ST. PETERS PARISH CENTER,CASCADE LOCKS,OR,1.0,45.6222731,-121.84178741000001
GALLUPVILLE HOUSE,GALLUPVILLE,NY,95.0,42.58854806,-74.43989438
Harlan Co. Ag Center,ORLEANS,NE,50.0,40.16680476000001,-99.46195051
CONCORD TOWNSHIP COMMUNITY CENTER,CONCORD TWP,OH,72.0,41.67546109000001,-81.32930843
Creek Bridge Stem Academy,MARION,SC,1230.0,34.07790425,-79.36264817
Whitmire First Baptist Church,PROSPERITY,SC,0.0,34.17652087,-81.51521711999999
Charles Hoffman Elementary School,RUNNING SPRINGS,CA,100.0,34.26839815,-117.19264216
Stonyford Community Center,STONYFORD,CA,0.0,39.29953335,-122.49390624
Bethany Lutheran Church,KELLEY,IA,74.0,42.03187938,-93.58933713
NORTHEAST IOWA COMMUNITY COLLEGE,PEOSTA,IA,0.0,42.42292918,-90.81867911
Central Academy Middle School,TROUTVILLE,VA,150.0,37.42449758,-79.93523532
South Shores Grade School,DECATUR,IL,150.0,39.80937507,-88.93077021
Conger Community Center,CONGER,MN,20.0,43.60721087,-93.51653606
Bandera M.s.,ATASCOSA,TX,400.0,29.28292698,-98.73150091
JASONVILLE LIONS CLUB (COMMUNITY BLDG),JASONVILLE,IN,0.0,39.17201854,-87.18796088
Henry County Ymca,NEW CASTLE,IN,300.0,39.93282183,-85.36623863000001
Rayville Junior High School,RAYVILLE,LA,0.0,32.43908746,-91.79453471
Washtucna Elementary/High School,WASHTUCNA,WA,100.0,46.86175029,-118.23536309
RIVIERA ROOSE Events Center,JANESVILLE,IA,2666.0,42.43423261,-92.80822278
Cascade Community Church,CASCADE,ID,20.0,44.42871736,-115.80827297
Coalfield High School,COALFIELD,TN,350.0,36.13655526,-84.64498243000001
Karmak Inc.,CARLINVILLE,IL,500.0,39.28062282,-89.90505463
Doniphan Pioneer Center,TROY,KS,100.0,39.75354918,-94.87834464
USD 484 Fredonia,FREDONIA,KS,300.0,37.55348005,-95.84722264
Elizabeth High School,ELIZABETH,LA,100.0,30.86740818,-92.79443064
Jeff Davis Elementary School,GULFPORT,MS,340.0,30.38829843,-89.09766787
ARGYLE COMMUNITY CENTER,ARGYLE,IA,0.0,40.53513959,-91.56445555
HIGHTOWER CENTER,YORK,AL,75.0,32.44121975,-88.18832026
Camp Wright,STEVENSVILLE,MD,124.0,38.93960521,-76.33389585
Cabool Second Baptist Church,CABOOL,MO,0.0,37.14604214,-92.06652943
BURCH HIGH SCHOOL,Delbarton,WV,300.0,37.71518847,-82.12185331
FIRST CHRISTIAN CHURCH,Rock Island,IL,2240.0,41.47631879,-90.5748816
Saint John Lutheran Church And School,LA GRANGE,IL,500.0,41.78120892,-87.86695402
MANCHESTER TWP MUN. BUILD.,YORK,PA,250.0,39.98767566,-76.67942001
SPENCERTOWN FIRE DEPARTMENT,SPENCERTOWN,NY,140.0,42.30873263,-73.50165874
EDGERTON,KALISPELL,MT,0.0,48.08180835,-113.73898615
Mitchell School,MITCHELL,OR,1.0,44.92953181,-120.1213479
COMMUNITY OF CHRIST,SANTA BARBARA,CA,100.0,34.4480937,-119.80342934
Leisure Village West,LAKEHURST,NJ,100.0,40.01306418,-74.32039164
Meridian High School,SANFORD,MI,0.0,43.70966017,-84.42025092
Camp Morgan,WASHINGTON,NH,98.0,43.359743,-72.22344437
Frank A. Berry Elementary School,BETHEL,CT,500.0,41.40344718,-73.46070264000001
TRINITY OAKS ELEMENTARY SCHOOL,NEW PORT RICHEY,FL,1220.0,28.26608124,-82.3247453
NORTHWOOD HIGH SCHOOL,PITTSBORO,NC,250.0,35.7557165,-79.19321864
Batesburg-Leesville High School,BATSBRG-LEVIL,SC,678.0,33.88015116,-81.43283286
Yancey Elementary School,Esmont,VA,213.0,37.80628065,-78.61575623
Superior Elementary School,SUPERIOR,MT,0.0,46.99451773000001,-114.11159573
El Indio Com. Center,EL INDIO,TX,0.0,28.51489818,-100.31153664
Clear Lake Christian Church,CLEAR LAKE,IA,205.0,43.14239927,-93.37492374
North Rose - Wolcott Elementary School,WOLCOTT,NY,313.0,43.24455241,-76.82877776
Kansas National Guard Armory - Hutchinson,HUTCHINSON,KS,60.0,37.97329253,-97.90855986
GROVELAND MISSIONARY CHURCH,GROVELAND,IL,125.0,40.3992153,-89.65845355
GRACE FAMILY FELLOWSHIP,SAINT PETERS,MO,588.0,38.78963239,-90.62594911000001
PRINCETON HIGH,PRINCETON,CA,0.0,39.40949677,-122.07400014
Camp Paivika,CRESTLINE,CA,1020.0,34.24622916,-117.29227958
East Delta Community Center,LAKE CREEK,TX,0.0,33.46719267,-95.61399606
ST. ELIZABETH OF HUNGARY PARISH CHURCH,Elizabeth,WV,100.0,39.05002672,-81.38554726
Grand Traverse County Civic Center,TRAVERSE CITY,MI,1300.0,43.62271218,-84.23062464
Greenbush Town Hall,OLD TOWN,ME,100.0,44.94304818,-68.67646464
GREEN PARK ELEMENTARY,WALLA WALLA,WA,0.0,46.1278134,-118.35819376
Ketchum United Methodist Church Needum Center,KETCHUM,OK,75.0,36.52562718,-95.02571964
Boys and Girls Club of Capistrano,SAN JUAN CAPISTRANO,CA,30.0,33.56495946,-117.5455539
Hunnewell United Methodist Church,HUNNEWELL,MO,0.0,40.43407458,-91.75374064
SNOWSHOE SHELTER,SNOWSHOE,WV,300.0,38.3316454,-80.00800201
FORDSON,DEARBORN,MI,0.0,42.32941759,-83.1871098
SACRED HEART CHURCH,HOPKINS PARK,IL,20.0,41.07244518,-87.60511164
SHIELDS LUTHERAN CHURCH,WILSALL,MT,1.0,45.99294318,-110.66132064
Wayne Central High School,ONTARIO CENTER,NY,1000.0,43.15754282,-77.02421482
WOODROW WILSON HIGH SCHOOL,BECKLEY,WV,400.0,37.81737892,-81.23837153999999
Dobbins Elementary School,DOBBINS,CA,0.0,39.36806942,-121.20882573
ISLAND LEARNING CENTER,Island,KY,0.0,37.44474726,-87.1807746
PRINCE OF PEACE LUTHERAN CH,BURNSVILLE,MN,1000.0,44.77688857,-93.2747261
Dummerston School,EAST DUMMERSTON,VT,0.0,42.85610118,-72.56418564
Pleasant View Baptist Church,HORNBECK,LA,85.0,31.33372789,-93.33668606
ST MARY'S CATHOLIC CHURCH,RIDGEFIELD,WA,0.0,45.80199113,-122.69977525
Tyler Consolidated High School,SISTERSVILLE,WV,468.0,39.53825335000001,-80.95321397
EMPIRE TOWN HALL,EMPIRE,MI,40.0,44.8716621,-85.97154703000001
Kahakai Elementary,KAILUA KONA,HI,1745.0,19.74165003,-155.89834067
POWDER RIVER ELEM SCHOOL,POWDER RIVER,WY,0.0,43.03471518,-106.99062564
CONNERTON ELEMENTARY SCHOOL,LAND O LAKES,FL,100.0,28.29449212,-82.46236028
Oriole United Methodist Church,LEOPOLD,IN,1.0,38.14470637,-86.53099232
North San Juan Senior Center,NORTH SAN JUAN,CA,60.0,39.3891735,-121.07307096
Blum Community Center,BLUM,TX,25.0,32.10836676,-97.37412712
Elk Valley Elementary School,PIONEER,TN,130.0,36.44395715,-84.32654273
Loma Verde Elementary School,NOVATO,CA,150.0,38.11259672,-122.6331129
NCPS Veterans Memorial Middle School,COVINGTON,GA,500.0,33.51646051,-83.92943803
Loma Rica Community Church,MARYSVILLE,CA,0.0,39.07394243,-121.55262507
ST. JAMES EVANGELIST LUTHERAN CHURCH,GREEN BAY,WI,100.0,44.49395404,-88.07016414
Sumach Cumberland Presbyterian Church,CHATSWORTH,GA,90.0,34.72779739,-84.7635275
GARLAND FIRE DEPARTMENT,GARLAND,PA,100.0,41.84246026,-79.10036811
Watson Community Room,WATSON,MO,110.0,40.48181165,-95.63317822
Carver Edisto Middle School,CORDOVA,SC,200.0,33.41865847,-80.90632487
DEER RUN ELEMENTARY SCHOOL,EAST HAVEN,CT,0.0,41.28860718,-72.86691864
Deridder High School,DERIDDER,LA,472.0,30.80307261,-93.25677238
WALLED LAKE JUNIOR HIGH,WALLED LAKE,MI,0.0,42.55124254,-83.47485494
OHLONE ELEMENTARY SCHOOL,SALINAS,CA,26.0,36.63125672,-121.60100882
Bethel Baptist Church,Springfield,OH,0.0,39.9447581,-83.86804901
CROSS ROADS BAPTIST CHURCH,CARROLLTON,AL,200.0,33.24389967,-88.11619211
Double Branch Christian Church,BUTLER,MO,0.0,38.27055682,-94.27270751
Hiwasse Volunteer Fire Department,Hiwasse,AR,0.0,36.41895326,-94.34527939
HUDSON FALLS MARGARET MURPHY KINDERGARTEN CENTER,Greenwich,NY,0.0,43.09215492,-73.50123842
WALLED LAKE WESTERN HIGH,WALLED LAKE,MI,0.0,42.55124254,-83.47485494
Balch Springs Recreation Center,Balch Springs,TX,295.0,32.71899751,-96.61887837
ST PAULS EPISCOPAL CHURCH,BRIGHTON,MI,0.0,42.50343927,-83.77841031
Hopewell Elementary School,HOPEWELL,OH,100.0,39.97584201,-82.16851288999999
Green Creek Fire Co,GREEN CREEK,NJ,147.0,39.16049889,-74.80979916000001
Milford Community Building,MILFORD,KS,0.0,39.15897765,-96.89912668000001
Mercy Fitzgerald Hospital,DARBY,PA,200.0,39.91686734,-75.26803625
GIANO INT,LA PUENTE,CA,0.0,34.02903599,-117.93732105
GIANO INTERMEDIATE SCHOOL,LA PUENTE,CA,75.0,34.02903599,-117.93732105
CUESTA COLLEGE - MAIN CAMPUS,SAN LUIS OBISPO,CA,300.0,35.27431218,-120.66319164
LAUREL HIGHLANDS MIDDLE SCHOOL,UNIONTOWN,PA,0.0,39.89745292,-79.75173351
Green Hills School,GREENDELL,NJ,4295.0,41.13086668,-74.69248864000001
STUARTS DRAFT ELEMENTARY SCHOOL,Stuarts Draft,VA,1043.0,38.01057613,-79.0395579
FARMINGTON BAPTIST CHURCH,FARMINGTON,IL,100.0,40.67042239,-90.02508442
River Ridge High School & Elementary,PATCH GROVE,WI,1.0,42.93905418,-90.97195764
Deerings Nursing Home,ODESSA,TX,15.0,31.73176913,-102.52661855
Saint Marys Of The Immaculate Conception,SALINAS,CA,0.0,36.66117579,-121.65408037
P. S. 45 Brooklyn,GREAT NECK,NY,1044.0,40.80267018,-73.73125164
Enfield Ng Armory,ENFIELD,CT,400.0,41.80570047,-72.73328657
SKANEATELES MIDDLE SCHOOL,JORDAN,NY,0.0,43.08486309,-76.47668809000001
Grafton Baptist Church,GRAFTON,OH,100.0,41.26599619,-82.04083835
Simpsonville Elementary School,SIMPSONVILLE,KY,600.0,40.31059781,-86.47845492
EAGLES HALL,ORLAND,CA,0.0,39.71758251,-122.33771397
Trinity Lutheran Church,ADAMS,WI,1.0,43.88346738,-89.80487126
POLO COMMUNITY HIGH SCHOOL,POLO,IL,253.0,38.97699746,-94.34772744
Farmersburg School,Farmersburg,IN,200.0,39.24118803,-87.42932953
Rutledge High School,RUTLEDGE,TN,300.0,36.24526705,-83.51503616
I.S.74-queens,LITTLE NECK,NY,1166.0,40.75898804,-73.73429634
Wellington Napoleon Community Center (lion's Club),WELLINGTON,MO,0.0,39.10426992,-93.98347027
EIDSVOLD LUTHERN CHURCH-NEED UPDATE,BAY CITY,WI,0.0,44.62266582,-92.4283689
MOSS LANDING SCHOOL,MOSS LANDING,CA,200.0,36.82951144,-121.77553436
Stafford Schools USD 349,Stafford,KS,0.0,37.91224088,-98.58152175000001
Deerlake Middle School,Tallahassee,FL,400.0,30.60260076,-84.24222526
Morris County Firefighters And Police Training,PARSIPPANY,NJ,225.0,40.85449366,-74.54478406000001
BIRDSEYE CHRISTIAN CHURCH,BIRDSEYE,IN,0.0,38.2946507,-86.71074917
FARMVILLE MIDDLE SCHOOL,FARMVILLE,NC,430.0,35.83348218,-77.17148364
EVERGREEN STATE COLLEGE,OLYMPIA,WA,400.0,47.06839899,-122.97878127
Martinsville High School,MARTINSVILLE,IN,600.0,39.45005237,-86.42993663
MCKENZIE RIVER CHRISTIAN SCHOOL,WALTERVILLE,OR,182.0,44.13792207,-122.64246596
CEDAR RIDGE RETIREMENT APARTMENTS,RICHFIELD,WI,180.0,43.2696369,-88.20883269
SYCAMORE GROVE MENNONITE CHURCH,GARDEN CITY,MO,0.0,38.57225043,-94.17174353
Catoosa Community Center,CATOOSA,OK,50.0,36.16974312,-95.68518375000001
CALEDONIA MUMFORD CENTRAL SCHOOL,CALEDONIA,NY,213.0,42.94547399,-77.82564077
FIRST BAPTIST CHURCH OF HARTFORD,GRANVILLE,NY,75.0,43.33745897,-73.40363387
Cancha Bajo Techo Felix Pedrasa,Ceiba,PR,100.0,18.25257949,-65.66892372
MIDWAY ELEMENTARY,MIDWAY,IL,0.0,40.54281986,-89.62016476
Webb Memorial,CLAY,KY,60.0,37.47929881,-87.85282423
Yazoo County Jr High School,YAZOO CITY,MS,314.0,32.83152358,-90.49714129
East Mills High School,MALVERN,IA,450.0,40.99343637,-95.58204902
HIGH RIDGE CIVIC CENTER,HIGH RIDGE,MO,101.0,38.47651428,-90.53016222000001
GRACE EVANGELICAL FREE CHURCH,AFTON,WI,0.0,42.66806113,-89.06307065
FREDERICKSON ELEMENTARY,PUYALLUP,WA,600.0,47.01672374,-122.09196683
Beautiful Savior Lutheran Church,REEDSPORT,OR,12.0,43.72088369,-123.8611844
Ottauquechee School,QUECHEE,VT,429.0,43.57638329,-72.58656482
Tomales Elementary,TOMALES,CA,100.0,38.24088538,-122.91315038
Trinity Lutheran Church,SPRINGFIELD,OH,0.0,39.90960873,-83.75642471
PINCONNING MIDDLE SCHOOL,PINCONNING,MI,0.0,43.84867235,-84.01610352
JEFFERSON CO MIDDLE SCHOOL,MADRAS,OR,0.0,44.64767588,-121.0529238
Christ Lutheran Church,DAVENPORT,WA,100.0,47.69900135,-118.20118036
BUXTON - BONNY EAGLE MIDDLE SCHOOL,BAR MILLS,ME,450.0,43.48568402,-70.71184778
Washington County Commmunity College,Calais,ME,100.0,45.13242585,-67.22894949
Forbes Middle School,GEORGETOWN,TX,232.0,30.65872464,-97.59953294
Canton Town Hall,Canton,OK,0.0,35.98771202,-98.56999015000001
Thomas Jefferson High School,GREAT NECK,NY,1965.0,40.80267018,-73.73125164
Theodore Roosevelt School,INDIO,CA,0.0,33.70750716000001,-116.23388997
Saint Peters Lutheran Church,RICEVILLE,IA,600.0,43.37595469,-92.54841714
Waipahu High,WAIPAHU,HI,3782.0,21.42401833,-158.03250661
Hellgate Elks Lodge #383,MISSOULA,MT,150.0,46.85596335,-114.0150034
GRACE LUTHERAN EVANGELICAL CHURCH,ROYERSFORD,PA,152.0,40.20610916,-75.5306955
Alexandria Community Center,ALEXANDRIA,MO,0.0,40.32129226,-91.53967031
Running Fox Elementary,ALEXANDRIA,MO,0.0,40.32129226,-91.53967031
Fort Knox Base,FORT KNOX,KY,250.0,37.88204346,-85.94276455
BRADLEY MIDDLE SCHOOL,SAN ANTONIO,TX,375.0,29.58736313,-98.47413418000001
Pageton Restart Center,PAGETON,WV,100.0,37.37877764,-81.65044586
Davy Fire Department,DAVY,WV,50.0,37.46900762,-81.65805643
Oakdale High School,OAKDALE,TN,270.0,36.01787201,-84.6617939
CECILIA HIGH SCHOOL,CECILIA,LA,287.0,30.33638118,-91.84786464000001
NEW BETHEL UNITED METHODIST CHURCH,SEDALIA,MO,20.0,38.69937192,-93.22457785
Christ The Redeemer Church,BARSTOW,CA,100.0,34.87625118,-117.03481464000001
ROCHESTER HIGH SCHOOL,ROCHESTER HILLS,MI,0.0,42.65885852,-83.18232449
Ella G. Clarke Elementary School,LAKEWOOD,NJ,500.0,40.07646604,-74.20298303
Hendricksville Area Association,HENDRICKSVLE,IN,80.0,39.12347993,-86.75700056000001
Makaha Community Park,Waianae,HI,25.0,21.47385536,-158.15641374999998
PIONEER VALLEY ELEMENTARY,SPANAWAY,WA,500.0,47.05831514,-122.39205341
Eastern Sierra Tri-County Fairgrounds,BISHOP,CA,1007.0,37.4762382,-118.40075135000001
Martha's Vineyard Regional High School,VINEYARD HAVEN,MA,1.0,41.45610618,-70.60717164
REEDSPORT CHURCH OF GOD,COOS BAY,OR,0.0,43.33062019,-124.11649739
MEADOW VIEW SCHOOL,SUSANVILLE,CA,0.0,40.53149407,-120.63087605
REMSEN ELEMENTARY SCHOOL,REMSEN,NY,50.0,43.34792097,-75.17037792
Odebolt Arthur Elementary School,ODEBOLT,IA,100.0,42.31856047,-95.24238521
First Methodist Church,HICKMAN,KY,80.0,36.55895543,-89.2562745
Crossroads Worship Center,BRAGGADOCIO,MO,0.0,36.21206697,-89.78778727
TROY ARMORY,TROY,AL,100.0,31.7342533,-86.0065731
Midway Elementary School,NATALBANY,LA,102.0,30.54785418,-90.48376164
Moran Elementary,MORAN,WY,1.0,43.92799292,-110.33128967
Wildwood Baptist Church,WILDWOOD,TX,150.0,30.13000218,-97.45410864
Korth Senior Center,STOCKTON,MO,141.0,37.73280807,-93.80373342
Worthington Fire Department,FAIRMONT,WV,75.0,39.46859874,-80.11067971
Acton Community Center,ACTON,CA,30.0,34.45541686,-118.19417797000001
Chartiers Volunteer Fire Department,MARIANNA,PA,0.0,40.02363944,-80.10446819
San Luis Center,EAGLE PASS,TX,150.0,28.58383293,-100.25755443
LDS Church Herriman Stake Center,HERRIMAN,UT,500.0,40.50658818,-112.03086864
RICHLAND CENTER HIGH SCHOOL,RICHLAND CENTER,WI,2186.0,43.37360787,-90.41384856
Hiddenite Baptist Church,HIDDENITE,NC,80.0,35.94527818,-81.06443783
AMERICAN LEGION,MONOUTH,IL,450.0,40.91378285,-90.64267412
Cibique,CIBECUE,AZ,100.0,34.03964718,-110.48543364
SALVATION ARMY EAST POLK,Winter Haven,FL,0.0,28.06023732,-81.7131056
Davidson I B Middle School,CHARLOTTE,NC,250.0,35.22784544,-80.84437018
San Augustine Isd,LUFKIN,TX,800.0,31.30554035,-94.66454587
Ellington R-II High School,ELLINGTON,MO,200.0,37.24209959,-90.9524897
Glennville First Christian Church,GLENNVILLE,GA,250.0,31.94325163,-81.9868963
Iberville Parish Civic Center,Plaquemine,LA,450.0,30.20438985,-91.3306559
